CIK,CompanyName,FiscalYearEnd,COVID-19,SupplyChain,Furlough,Benefit Cut,InternationalSupplyChain,ComboParagraph
0000798359,INVESTORS REAL ESTATE TRUST,"December 31, 2020",1,1,0,0,1,1
0000798528,NONE,NONE,0,0,0,0,0,1
0000798783,UNIVERSAL HEALTH REALTY INCOME TRUST,"December 31, 2020",1,1,0,0,0,1
0000798941,FIRST CITIZENS BANCSHARES INC /DE/,"December 31, 2020",1,1,0,0,1,1
0000798949,UNIT CORPORATION,"Dec 31, 2020",1,1,0,0,0,1
0000799165,DAWSON GEOPHYSICAL COMPANY,"December 31, 2020",1,0,0,0,0,1
0000799167,MARTEN TRANSPORT LTD,"December 31, 2020",1,0,0,0,0,0
0000799233,"HEARTLAND EXPRESS, INC.","December 31, 2020",1,1,0,0,0,1
0000799288,"Lands’ End, Inc.","January 29, 2021",1,1,1,0,0,1
0000799292,"M/I HOMES, INC","December 31, 2020",1,1,0,0,0,1
0000799698,NONE,NONE,1,0,1,0,0,1
0000799850,NONE,NONE,1,0,0,0,0,1
0000800240,The ODP Corporation,"December 26, 2020",1,1,1,0,1,1
0000800457,DONEGAL GROUP INC.,"December 31, 2020",0,0,0,0,0,0
0000802481,PILGRIM’S PRIDE CORPORATION,"December 27, 2020",1,1,0,0,1,1
0000802681,BRYN MAWR BANK CORP,"December 31, 2020",1,0,0,0,0,1
0000803649,EQUITY COMMONWEALTH,"December 31, 2020",1,0,0,0,0,1
0000804328,QUALCOMM INC/DE,"September 27, 2020",1,1,0,0,1,1
0000804753,CERNER CORPORATION,"December 31, 2020",1,1,0,0,0,1
0000805676,PARK NATIONAL CORPORATION,"December 31, 2020",1,0,0,0,0,1
0000805928,"AXOGEN, INC.","December 31, 2020",1,1,0,0,1,1
0000806279,"CODORUS VALLEY BANCORP, INC.",December 31,1,0,1,0,0,1
0000806517,NONE,NONE,1,0,0,0,0,1
0000807707,NONE,NONE,1,1,1,0,1,1
0000807863,"MITEK SYSTEMS, INC.","September 30, 2020",1,0,0,0,0,1
0000807882,JACK IN THE BOX INC.,"September 27, 2020",1,1,0,0,0,1
0000808326,EMCORE Corporation,"September 30, 2020",1,1,0,0,1,1
0000808450,NAVISTAR INTERNATIONAL CORPORATION,"October 31, 2020",1,1,1,0,1,1
0000809248,"CARROLS RESTAURANT GROUP, INC.","January 3, 2021",1,1,0,0,0,1
0000810136,"PHOTRONICS, INC.","October 31, 2020",0,1,0,0,1,1
0000810332,"MESA AIR GROUP, INC.","September 30, 2020",1,0,1,0,0,1
0000810509,NONE,NONE,1,1,0,0,1,1
0000810958,CITIZENS & NORTHERN CORPORATION,"December 31, 2020",1,0,1,0,0,1
0000811156,CMS ENERGY CORPORATION,"December 31, 2020",1,1,0,0,1,1
0000811240,NONE,NONE,1,0,0,0,0,1
0000811532,"CEDAR FAIR, L.P.","December 31, 2020",1,0,0,0,0,1
0000811589,FIRST BANCORP,"December 31, 2020",1,1,1,0,1,1
0000811596,KAISER ALUMINUM CORPORATION,"December 31, 2020",1,1,0,0,1,1
0000811641,NONE,NONE,1,1,1,0,1,1
0000811808,"Summit Financial Group, Inc.","December 31, 2020",1,1,0,0,0,1
0000812074,"O-I GLASS, INC.","December 31, 2020",1,1,0,0,1,1
0000812128,SANDERSON FARMS INC,"October 31, 2020",1,1,0,0,1,1
0000812348,CENTURY BANCORP INC,"December 31, 2020",0,0,0,0,0,0
0000812796,NONE,NONE,1,0,0,0,0,1
0000813298,"DESTINATION XL GROUP, INC.","January 30, 2021",1,1,1,0,1,1
0000813672,"CADENCE DESIGN SYSTEMS, INC.","January 2, 2021",1,1,0,0,1,1
0000813762,ICAHN ENTERPRISES L.P.,"December 31, 2020",1,1,0,0,1,1
0000813828,ViacomCBS ,"December 31, 2020",1,0,0,0,0,1
0000814453,NEWELL BRANDS INC.,"December 31, 2020",1,1,1,0,1,1
0000814547,Fair Isaac Corp,"September 30, 2020",1,1,0,0,1,1
0000814585,MBIA INC,"December 31, 2020",0,0,0,0,0,0
0000814586,NONE,NONE,1,1,0,0,0,0
0000815094,"ABIOMED, Inc.","March 31, 2020",1,1,1,0,1,1
0000815097,Carnival Corporation,"November 30, 2020",1,0,1,0,0,1
0000815556,FASTENAL CO,"December 31, 2020",1,1,0,0,1,1
0000816761,TERADATA CORP /DE/,"December 31, 2020",1,1,0,0,1,1
0000816956,CONMED CORPORATION,"December 31, 2020",1,1,0,0,0,1
0000817720,SYNAPTICS INCORPORATED,"June 27, 2020",1,1,0,0,0,1
0000818033,"HERON THERAPEUTICS, INC. /DE/","December 31, 2020",1,0,0,0,0,1
0000818479,DENTSPLY SIRONA Inc.,"December 31, 2020",1,1,1,0,0,1
0000819793,ALBANY INTERNATIONAL CORP.,"December 31, 2020",1,1,0,0,1,1
0000819913,"Hallmark Financial Services, Inc.","DECEMBER 31, 2020",1,0,0,0,0,1
0000820027,"AMERIPRISE FINANCIAL, INC.","December 31, 2020",1,0,0,0,0,1
0000820313,AMPHENOL CORPORATION,"December 31, 2020",1,1,0,0,1,1
0000820318,II-VI INCORPORATED,"June 30, 2020",1,1,0,0,1,1
0000821002,G III APPAREL GROUP LTD /DE/,"January 31, 2021",1,1,1,0,1,1
0000821026,"THE ANDERSONS, INC.",2020-12-31,1,1,0,0,1,1
0000821127,"BOSTON PRIVATE FINANCIAL HOLDINGS, INC","December 31, 2020",1,0,0,0,0,1
0000821130,UNITED STATES CELLULAR CORPORATION,"December 31, 2020",1,1,0,0,1,1
0000821189,"EOG RESOURCES, INC.","December 31, 2020",1,1,0,0,0,1
0000821483,"PAR PACIFIC HOLDINGS, INC.","December 31, 2020",1,1,1,0,1,1
0000822416,PULTEGROUP INC/MI/,"December 31, 2020",1,1,0,0,1,1
0000822663,INTER PARFUMS INC,"December 31, 2020",1,1,0,0,0,1
0000822818,"CLEAN HARBORS, INC","DECEMBER 31, 2020",1,1,0,0,0,1
0000823768,"Waste Management, Inc","December 31, 2020",1,1,0,0,0,1
0000824142,"AAON, INC.","December 31, 2020",1,1,0,0,1,1
0000824410,"SANDY SPRING BANCORP, INC.","December 31, 2020",1,1,1,0,1,1
0000825313,ALLIANCEBERNSTEIN HOLDING L.P.,"December 31, 2020",1,1,0,0,0,1
0000825324,NONE,NONE,1,1,0,0,0,1
0000825542,Scotts Miracle-Gro Co,"September 30, 2020",1,1,0,0,0,1
0000826154,"ORRSTOWN FINANCIAL SERVICES, INC.","December 31, 2020",1,1,0,0,1,1
0000826675,"DYNEX CAPITAL, INC.","December 31, 2020",1,0,0,0,0,1
0000827052,EDISON INTERNATIONAL,"December 31, 2020",1,1,0,0,0,1
0000827054,MICROCHIP TECHNOLOGY INCORPORATED ,"March 31, 2020",1,1,0,0,1,1
0000827187,SLEEP NUMBER CORPORATION,"January 2, 2021",1,1,1,0,1,1
0000827871,"Eagle Pharmaceuticals, Inc.","December 31, 2020",1,1,0,0,1,1
0000828916,Weingarten Realty Investors,"December 31, 2020",1,0,0,0,0,1
0000828944,WSFS FINANCIAL CORPORATION,"December 31, 2020",1,0,0,0,0,1
0000829224,Starbucks Corporation,"September 27, 2020",1,1,1,0,1,1
0000829323,"INUVO, INC.","December 31, 2020",1,0,0,0,0,1
0000830122,"VIDLER WATER RESOURCES, INC.","DECEMBER 31, 2020",1,0,0,0,0,1
0000830524,NONE,NONE,1,1,0,0,0,1
0000831001,Citigroup Inc,"December 31, 2020",1,1,0,0,1,1
0000831259,Freeport-McMoRan Inc.,"December 31, 2020",1,0,1,0,0,1
0000831547,"SPECTRUM PHARMACEUTICALS, INC.","December 31, 2020",1,1,0,0,0,1
0000831641,"TETRA TECH, INC.","September 27, 2020",1,0,0,0,0,1
0000832101,IDEX CORP,"December 31, 2020",1,1,0,0,1,1
0000832428,THE E.W. SCRIPPS COMPANY,"December 31, 2020",1,0,0,0,0,1
0000832988,SIGNET JEWELERS LIMITED,"January 30, 2021",1,1,1,0,1,1
0000833079,Meritage Homes Corporation,"December 31, 2020",1,1,0,0,0,1
0000833444,JOHNSON CONTROLS INTERNATIONAL PLC,"September 30, 2020",1,1,1,0,1,1
0000834285,REPUBLIC FIRST BANCORP INC,"December 31, 2020",1,0,0,0,0,1
0000834365,BIOLIFE SOLUTIONS INC,"December 31, 2020",1,1,0,0,1,1
0000835011,"MGP Ingredients, Inc.","December 31, 2020",1,1,0,0,1,1
0000835324,"Stock Yards Bancorp, Inc.","December 31, 2020",1,1,0,0,1,1
0000836147,Middlefield Banc Corp.,"December 31, 2020",0,0,0,0,0,0
0000836157,Lindsay Corporation,"August 31, 2020",1,1,0,0,1,1
0000836690,NONE,NONE,1,1,0,0,1,1
0000837465,Callaway Golf Company,"December 31, 2020",1,1,0,0,1,1
0000837852,"IDEANOMICS, INC.","December 31, 2020",1,1,0,0,1,1
0000838875,NONE,NONE,1,1,0,0,0,1
0000839470,NONE,NONE,1,1,0,0,1,1
0000840489,"FIRSTCASH, INC.","December 31, 2020",1,1,1,0,0,1
0000840715,NONE,NONE,1,1,0,0,1,1
0000842023,BIO-TECHNE Corp,"June 30, 2020",1,1,0,0,1,1
0000842162,LEAR CORP,"December 31, 2020",1,1,0,0,1,1
0000842183,RPT Realty,"December 31, 2020",1,0,0,0,0,1
0000842518,"EVANS BANCORP, INC.",December 31,1,0,0,0,0,1
0000842633,TRIMAS CORPORATION,"December 31, 2020",1,1,0,0,1,1
0000842717,NONE,NONE,1,0,0,0,0,1
0000843006,NONE,NONE,1,0,0,0,0,1
0000844059,NONE,NONE,0,0,0,0,0,0
0000844161,NONE,NONE,1,1,1,0,0,1
0000844965,"TETRA Technologies, Inc.","DECEMBER 31, 2020",1,1,1,0,0,1
0000845877,FEDERAL AGRICULTURAL MORTGAGE CORPORATION,"December 31, 2020",1,1,0,0,1,1
0000846475,ZYNEX INC,"December 31, 2020",1,1,0,0,0,1
0000846617,"DIME COMMUNITY BANCSHARES, INC.","December 31, 2020",1,0,0,0,0,1
0000846901,"LAKELAND BANCORP, INC","December 31, 2020",1,0,0,0,0,1
0000846913,NONE,NONE,1,1,0,0,0,1
0000849146,LIFEVANTAGE CORP,"June 30, 2020",1,1,0,0,1,1
0000849399,NortonLifeLock Inc.,"April 3, 2020",1,1,0,0,1,1
0000849869,SILGAN HOLDINGS INC,"December 31, 2020",1,1,0,0,1,1
0000850033,NONE,NONE,1,0,0,0,0,1
0000850141,HORACE MANN EDUCATORS CORPORATION,"December 31, 2020",1,0,0,0,0,1
0000850209,"FOOT LOCKER, INC.","January 30, 2021",1,1,0,0,1,1
0000850261,"SORRENTO THERAPEUTICS, INC.","December 31, 2020 ",1,1,1,0,0,1
0000850429,TREDEGAR CORPORATION,12/31/2020,1,1,0,0,0,1
0000850460,ENCORE WIRE CORPORATION,"December 31, 2020",1,1,0,0,1,1
0000851205,COGNEX CORP,"December 31, 2020",1,1,0,0,1,1
0000851310,HARMONIC INC.,"December 31, 2020",1,1,0,0,0,1
0000851520,"EXPONENT, INC.","January 1, 2021",1,1,0,0,0,1
0000851968,"MOHAWK INDUSTRIES, INC.","December 31, 2020",1,1,1,0,1,1
0000852772,DENNY’S CORPORATION,"December 30, 2020",1,1,1,0,1,1
0000853816,"Landstar System, Inc.","December 26, 2020",0,0,0,0,0,0
0000854560,"GREAT SOUTHERN BANCORP, INC.","December 31, 2020",1,1,1,0,0,1
0000854775,DIGI INTERNATIONAL INC.,"September 30, 2020",1,1,0,0,1,1
0000854800,NONE,NONE,1,0,0,0,0,1
0000855654,"ImmunoGen, Inc.","December 31, 2020",1,1,1,0,1,1
0000855658,Lattice Semiconductor Corp,"January 2, 2021",1,1,0,0,1,1
0000855683,NONE,NONE,1,1,0,0,0,1
0000856982,MERIT MEDICAL SYSTEMS INC,"December 31, 2020",1,1,1,0,0,1
0000857005,PTC Inc.,"September 30, 2020",1,1,1,0,1,1
0000857737,NONE,NONE,1,1,0,0,1,1
0000857855,"UNITED COMMUNITY BANKS, INC.","December 31, 2020",1,1,1,0,1,1
0000857949,NONE,NONE,1,1,0,0,0,1
0000858655,HAYNES INTERNATIONAL INC,"September 30, 2020",1,1,1,0,1,1
0000858800,NONE,NONE,1,1,0,0,1,1
0000858877,"CISCO SYSTEMS, INC.","July 25, 2020",1,1,0,0,1,1
0000859070,FIRST COMMUNITY BANKSHARES INC /VA/,"December 31, 2020",1,1,1,0,1,1
0000859598,SEACOR HOLDINGS INC /NEW/,"December 31, 2020",1,1,1,0,0,1
0000859737,"HOLOGIC, INC","September 26, 2020",1,1,1,0,0,1
0000860413,"FIRST INTERSTATE BANCSYSTEM, INC.",12/31/2020,1,1,0,0,0,1
0000860546,CORPORATE OFFICE PROPERTIES TRUST,12/31/2020,1,0,0,0,0,1
0000860730,"HCA Healthcare, Inc.","December 31, 2020",0,0,0,0,0,0
0000860731,"TYLER TECHNOLOGIES, INC.","December 31, 2020",1,0,0,0,0,1
0000860748,Kemper    Corporation,"December 31, 2020",1,0,0,0,0,1
0000861459,GRANITE CONSTRUCTION INC,"December 31, 2019",1,0,0,0,0,1
0000861838,"IDERA PHARMACEUTICALS, INC.","December 31, 2020 ",1,0,0,0,0,1
0000861878,"Stericycle, Inc.","December 31, 2020",1,1,1,0,0,1
0000861884,RELIANCE STEEL & ALUMINUM CO,"December 31, 2020",1,1,1,0,1,1
0000862022,NONE,NONE,1,0,0,0,0,1
0000862831,"FINANCIAL INSTITUTIONS, INC.","December 31, 2020",1,1,0,0,0,1
0000862861,NONE,NONE,1,1,0,0,0,1
0000863110,ARTESIAN RESOURCES CORPORATION,"December 31, 2020",1,0,0,0,0,0
0000863436,"BENCHMARK ELECTRONICS, INC.","December 31, 2020",1,1,0,0,1,1
0000863894,NONE,NONE,1,1,1,0,0,1
0000864240,NONE,NONE,1,1,0,0,1,1
0000864749,TRIMBLE INC.,"January 1, 2021",1,1,0,0,1,1
0000865058,"National Security Group, Inc.","December 31, 2020",1,0,0,0,0,1
0000865752,MONSTER BEVERAGE CORPORATION,"December 31, 2020",1,1,0,0,1,1
0000866273,MATRIX SERVICE CO,"June 30, 2020",1,1,0,0,0,1
0000866368,PS BUSINESS PARKS INC/CA,December 31,1,0,0,0,0,1
0000866374,FLEX LTD.,"March 31, 2020",1,1,1,0,1,1
0000866609,ION GEOPHYSICAL CORP,"December 31, 2020",1,1,1,0,1,1
0000866706,ESCO Technologies Inc.,"September 30, 2020",1,1,0,0,1,1
0000866729,Scholastic Corporation,"May 31, 2020",1,1,1,0,1,1
0000866787,"AUTOZONE, INC","August 29, 2020",1,1,1,0,1,1
0000866829,"HELIX ENERGY SOLUTIONS GROUP, INC.","December 31, 2020",1,1,1,0,1,1
0000867665,NONE,NONE,1,0,0,0,0,1
0000867773,SUNPOWER CORP,"January 3, 2021",1,1,0,0,0,1
0000868271,"SEVERN BANCORP, INC","December 31, 2020",1,0,1,0,0,1
0000868278,NONE,NONE,1,1,0,0,0,1
0000868671,"GLACIER BANCORP, INC.","December 31, 2020",1,0,1,0,0,1
0000868780,"DORMAN PRODUCTS, INC.","December 26, 2020",1,1,1,0,1,1
0000868857,AECOM,"SEPTEMBER 30, 2020",0,1,0,0,0,1
0000870826,NONE,NONE,1,1,0,0,1,1
0000871763,MANPOWERGROUP INC.,"December 31, 2020",1,0,0,0,0,1
0000872589,"REGENERON PHARMACEUTICALS, INC.","December 31, 2020",1,1,0,0,1,1
0000873303,"Sarepta Therapeutics, Inc.","December 31, 2020",1,1,0,0,1,1
0000873860,OCWEN FINANCIAL CORPORATION,12/31/2020,1,0,0,0,0,1
0000874015,"Ionis Pharmaceuticals, Inc","December 31, 2020",1,0,0,0,0,1
0000874238,"STERLING CONSTRUCTION COMPANY, INC.","December 31, 2020",1,1,0,0,1,1
0000874292,ADDVANTAGE TECHNOLOGIES GROUP INC,"Sep 30, 2020",1,1,0,0,1,1
0000874396,"LIFETIME BRANDS, INC.","December 31, 2020",1,1,0,0,1,1
0000874499,Gulfport Energy Corp,"December 31, 2020",1,1,1,0,0,1
0000874501,"AMBAC FINANCIAL GROUP, INC.","December 31, 2020",1,0,0,0,0,1
0000874710,NONE,NONE,1,1,0,0,0,1
0000874716,IDEXX LABORATORIES INC /DE,"December 31, 2020",1,1,0,0,1,1
0000874761,THE AES CORPORATION,"December 31, 2020",1,1,0,0,0,1
0000874766,"THE HARTFORD FINANCIAL SERVICES GROUP, INC.","December 31, 2020",1,1,0,0,0,1
0000874866,NONE,NONE,1,0,0,0,0,1
0000874977,STATE AUTO FINANCIAL CORPORATION,"December 31, 2020",1,1,0,0,0,1
0000875045,BIOGEN INC.,"December 31, 2020",1,1,0,0,0,1
0000875320,VERTEX PHARMACEUTICALS INC / MA,"December 31, 2020",1,1,0,0,1,1
0000875355,NONE,NONE,1,0,0,0,0,1
0000875357,BOK FINANCIAL CORP,"December 31, 2020",1,1,0,0,0,1
0000875582,NONE,NONE,1,1,0,0,1,1
0000875657,Ultralife Corp,"December 31, 2020",1,1,0,0,1,1
0000876167,PROGRESS SOFTWARE CORP /MA,"November 30, 2020",1,1,0,0,1,1
0000876343,"Lineage
Cell Therapeutics, Inc.","December 31, 2020",1,1,1,0,0,1
0000876378,"ASENSUS SURGICAL, INC.","December 31, 2020",1,1,0,0,0,1
0000876427,"Monro, Inc.",March 28,1,1,1,0,1,1
0000876437,MGIC Investment Corp,"December 31, 2020",1,0,0,0,0,1
0000876523,"EZCORP, INC.","September 30, 2020",1,0,0,0,0,1
0000876883,MDC PARTNERS INC.,"December 31, 2020",1,0,1,0,0,1
0000877212,Zebra Technologies Corporation,"December 31, 2020",1,1,0,0,1,1
0000877422,SPARTANNASH COMPANY,"January 2, 2021",1,1,0,0,1,1
0000877860,National Health Investors Inc,"December 31, 2020",1,0,0,0,0,0
0000878526,NATUS MEDICAL INC,"December 31, 2020",1,1,0,0,1,1
0000878726,NONE,NONE,1,1,0,0,0,1
0000878932,NONE,NONE,1,0,0,0,0,1
0000879101,KIMCO REALTY CORP,"December 31, 2020",1,1,0,0,1,1
0000879169,INCYTE CORPORATION,"December 31, 2020",1,1,0,0,1,1
0000879407,"ARROWHEAD PHARMACEUTICALS, INC.","September 30, 2020",1,1,1,0,0,1
0000879526,WABASH NATIONAL CORPORATION,"December 31, 2020",1,1,1,0,1,1
0000879585,"ATN INTERNATIONAL, INC.","December 31, 2020",1,1,0,0,0,1
0000879635,MID PENN BANCORP INC,"December 31, 2020",1,1,0,0,1,1
0000879682,NONE,NONE,1,1,1,0,0,1
0000880117,SANFILIPPO JOHN B & SON INC,"June 25, 2020",0,0,0,0,0,0
0000880266,AGCO CORP /DE,"December 31, 2020",1,1,0,0,1,1
0000880432,NONE,NONE,1,1,0,0,1,1
0000880631,"WisdomTree Investments, Inc.","December 31, 2020",0,0,0,0,0,0
0000880807,NONE,NONE,1,1,0,0,0,1
0000882095,"GILEAD SCIENCES, INC.","December 31, 2020",1,1,0,0,0,1
0000882104,"PDL BioPharma, Inc.","December 31, 2020",1,0,0,0,0,1
0000882184,"D.R. Horton, Inc.","September 30, 2020",1,0,0,0,0,1
0000882291,NONE,NONE,1,1,0,0,1,1
0000882361,NONE,NONE,1,1,0,0,0,1
0000882508,QUICKLOGIC Corp,"January 3, 2021",1,1,0,0,1,1
0000882796,BIOCRYST PHARMACEUTICALS INC,"December 31, 2020",1,1,0,0,0,1
0000882835,"ROPER TECHNOLOGIES, INC.","December 31, 2020",1,1,0,0,0,1
0000883237,"VIRTUS INVESTMENT PARTNERS, INC.","December 31, 2020",1,0,0,0,0,1
0000883241,"SYNOPSYS, INC.","October 31, 2020",1,1,0,0,1,1
0000883569,"FOSSIL GROUP, INC.","January 2, 2021",1,1,1,0,1,1
0000883902,"Cornerstone Building Brands, Inc.","December 31, 2020",1,1,1,0,0,1
0000883945,USA Truck Inc.,"December 31, 2020",1,1,0,0,0,1
0000883948,ATLANTIC UNION BANKSHARES CORPORATION,"December 31, 2020",1,1,0,0,0,1
0000883975,NONE,NONE,1,1,0,0,0,1
0000883984,ICU MEDICAL INC/DE,"December 31, 2020",1,1,1,0,0,1
0000884144,"ASURE SOFTWARE, INC.","December 31, 2020",1,1,1,0,0,1
0000884217,"TAILORED BRANDS, INC.","February 1, 2020",1,1,1,0,1,1
0000884219,Viad Corp,"December 31, 2020",1,0,1,0,0,1
0000884269,NONE,NONE,1,1,0,0,1,1
0000884614,UGI CORP,"SEPTEMBER 30, 2020",1,1,1,0,1,1
0000884624,ORTHOFIX MEDICAL INC.,"December 31, 2020",1,1,0,0,0,1
0000884713,PRIMO WATER CORP,"January 2, 2021",1,1,1,0,1,1
0000884887,ROYAL CARIBBEAN CRUISES LTD,"December 31, 2020",1,1,1,0,1,1
0000884940,STEIN MART INC,"February 1, 2020",1,1,1,0,0,1
0000885245,"BUCKLE, INC","January 30, 2021",1,0,0,0,0,1
0000885462,NONE,NONE,1,0,0,0,0,1
0000885508,Stratus Properties Inc.,"December 31, 2020",1,0,0,0,0,1
0000885590,Bausch Health Companies Inc.,"December 31, 2020",1,1,0,0,1,1
0000885639,KOHL’S CORP,"January 30, 2021",1,1,1,0,1,1
0000885978,U S PHYSICAL THERAPY INC /NV,"DECEMBER 31, 2020",1,0,0,0,0,0
0000886128,"FUELCELL ENERGY, INC.","October 31, 2020",1,1,1,0,1,1
0000886136,"SAGA COMMUNICATIONS, INC.","December 31, 2020",1,0,0,0,0,1
0000886158,BED BATH & BEYOND INC.,"February 29, 2020",1,1,1,0,1,1
0000886163,LIGAND PHARMACEUTICALS INC,"December 31, 2020",1,1,1,0,0,1
0000886206,NONE,NONE,0,0,0,0,0,0
0000886346,KADANT INC.,"January 2, 2021",1,1,0,0,1,1
0000886744,GERON CORP,"December 31, 2020",1,1,0,0,1,1
0000886835,"SUPERIOR ENERGY SERVICES, INC.",December 31,1,1,1,0,0,1
0000886982,"The Goldman Sachs Group, Inc.","December 31, 2020",0,0,0,0,0,0
0000887226,PERCEPTRON INC/MI,"June 30, 2020 ",1,1,0,0,1,1
0000887343,"COLUMBIA BANKING SYSTEM, INC.","December 31, 2020",1,0,0,0,0,1
0000887596,THE CHEESECAKE FACTORY INCORPORATED,"December 29, 2020",1,1,1,0,1,1
0000887730,KEMET Corp,"March 31, 2020",1,1,0,0,1,1
0000887733,CENTRAL GARDEN & PET COMPANY,"September 26, 2020",1,1,0,0,0,1
0000887905,"LTC PROPERTIES, INC.","December 31, 2020",1,0,0,0,0,1
0000887919,"PREMIER FINANCIAL BANCORP, INC.","December 31, 2020",1,0,0,0,0,0
0000887921,"Revlon, Inc.","December 31, 2020",1,1,1,0,0,1
0000887936,"FTI CONSULTING, INC.","December 31, 2020",1,0,0,0,0,1
0000888491,"OMEGA HEALTHCARE INVESTORS, INC.","December 31, 2020",1,0,0,0,0,1
0000889331,LITTELFUSE INC /DE,"December 26, 2020",1,1,0,0,1,1
0000889609,"CONSUMER PORTFOLIO SERVICES, INC.","December 31, 2020",0,0,0,0,0,0
0000889900,"Patterson-UTI Energy, Inc.","December 31, 2020",1,1,0,0,0,1
0000889971,NONE,NONE,1,1,0,0,1,1
0000890066,NONE,NONE,1,1,0,0,1,1
0000890394,NONE,NONE,1,1,0,0,1,1
0000890447,"VERTEX ENERGY, INC.","December 31, 2020",1,1,0,0,0,1
0000890564,ASGN Inc,"December 31, 2020",1,0,0,0,0,1
0000891014,MINERALS TECHNOLOGIES INC,"December 31, 2020",1,0,0,0,0,1
0000891024,"PATTERSON COMPANIES, INC.","April 25, 2020",1,1,1,0,0,1
0000891103,"Match Group, Inc.","December 31, 2020",1,0,0,0,0,1
0000891166,"UNIVERSAL INSURANCE HOLDINGS, INC.","December 31, 2020",1,0,1,0,0,1
0000891293,CTI BIOPHARMA CORP.,"December 31, 2020",1,1,1,0,0,1
0000891482,NONE,NONE,1,0,0,0,0,1
0000891532,NONE,NONE,1,0,1,0,0,1
0000892482,QUMU CORPORATION,"December 31, 2020",1,0,0,0,0,1
0000892537,ManTech International Corporation,"December 31, 2020",1,1,0,0,1,1
0000893538,SM ENERGY CO,"December 31, 2020",1,0,0,0,0,1
0000893691,Masonite International Corporation,"January 3, 2021",1,1,1,0,0,1
0000893847,"HAWTHORN BANCSHARES, INC.","December 31, 2020",1,0,0,0,0,1
0000894081,"Air Transport Services Group, Inc.","December 31, 2020",1,0,1,0,0,1
0000894158,NONE,NONE,1,0,0,0,0,1
0000894315,SITE Centers Corp.,"December 31, 2020",1,1,0,0,1,1
0000894405,ARCBEST CORPORATION,"December 31, 2020",1,1,0,0,1,1
0000894627,"VAALCO Energy, Inc.","December 31, 2020",1,1,0,0,1,1
0000894671,NONE,NONE,1,0,0,0,0,0
0000895051,"CASI PHARMACEUTICALS, INC.","December 31, 2020",1,1,0,0,1,1
0000895126,CHESAPEAKE ENERGY CORPORATION,"December 31, 2020",1,1,0,0,0,1
0000895417,"EQUITY LIFESTYLE PROPERTIES, INC.","December 31, 2020",1,0,0,0,0,1
0000895419,"CREE, INC","June 28, 2020",1,1,0,0,0,1
0000895421,MORGAN STANLEY,"December 31, 2020",1,0,0,0,0,1
0000895447,SHOE CARNIVAL INC,"January 30, 2021",1,1,1,0,1,1
0000895456,"ROCKY BRANDS, INC.","December 31, 2020",1,1,0,0,1,1
0000895665,NONE,NONE,1,0,0,0,0,1
0000895728,ENBRIDGE INC,"December 31, 2020",1,1,0,0,1,1
0000896156,NONE,NONE,1,1,1,0,1,1
0000896159,Chubb Ltd,"December 31, 2020",1,0,0,0,0,1
0000896262,"AMEDISYS, INC.","December 31, 2020",1,0,0,0,0,1
0000896264,USANA HEALTH SCIENCES INC,"January 2, 2021",1,1,0,0,1,1
0000896429,"USA Technologies, Inc.","June 30, 2020",1,1,1,0,1,1
0000896493,NONE,NONE,1,0,0,0,0,1
0000896622,"AptarGroup, Inc.","DECEMBER 31, 2020",1,1,0,0,1,1
0000896841,"Avid Technology, Inc.","December 31, 2020",1,1,1,0,1,1
0000896878,INTUIT INC,"July 31, 2020",1,1,0,0,0,1
0000897077,ALAMO GROUP INC.,"DECEMBER 31, 2020",1,1,0,0,1,1
0000897429,"Chico’s FAS, Inc.","January 30, 2021",1,1,0,0,1,1
0000897448,AMARIN CORP PLC\UK,"December 31, 2020",1,1,0,0,1,1
0000897723,Sanmina Corporation,"October 3, 2020",1,1,0,0,1,1
0000898173,O Reilly Automotive Inc,"December 31, 2020",1,1,0,0,1,1
0000898174,"REINSURANCE GROUP OF AMERICA, INCORPORATED","December 31, 2020",1,0,0,0,0,1
0000898293,JABIL INC,"August 31, 2020",1,1,0,0,1,1
0000898437,"Anika Therapeutics, Inc.","December 31, 2020",1,1,0,0,1,1
0000898770,SHARPS COMPLIANCE CORP,"June 30, 2020",1,1,0,0,0,1
0000899051,ALLSTATE CORP,"December 31, 2020",1,0,1,0,0,1
0000899460,MannKind Corporation,"December 31, 2020",1,1,1,0,1,1
0000899629,ACADIA REALTY TRUST,"December 31, 2020",1,1,0,0,1,1
0000899689,VORNADO REALTY LP,"December 31, 2020",1,0,1,0,0,1
0000899715,"TANGER FACTORY OUTLET CENTERS, INC","December 31, 2020",1,1,0,0,1,1
0000899751,"TITAN INTERNATIONAL, INC.",12/31/2020,1,1,0,0,1,1
0000899866,"ALEXION PHARMACEUTICALS, INC.","December 31, 2020",1,1,0,0,1,1
0000899923,"MYRIAD GENETICS, INC.","June 30, 2020",1,1,1,0,1,1
0000900075,"COPART, INC.","July 31, 2020",1,0,0,0,0,1
0000901491,PAPA JOHNS INTERNATIONAL INC,"December 27, 2020",1,1,0,0,1,1
0000902791,BARRETT BUSINESS SERVICES INC,"December 31, 2020",1,0,1,0,0,1
0000903129,GENTHERM INCORPORATED,"December 31, 2020",1,1,1,0,1,1
0000903419,ALERUS FINANCIAL CORPORATION,"December 31, 2020",1,1,0,0,1,1
